ID,Actual_Address,Actual_Longitude,Actual_Latitude,Matched_Address,Matched_Longitude,Matched_Latitude,Geodetic_Distance_m
256,Actual Address 256,Actual Long 256,Actual Lat 256,Matched Address 256,Matched Long 256,Matched Lat 256,11
257,Actual Address 257,Actual Long 257,Actual Lat 257,Matched Address 257,Matched Long 257,Matched Lat 257,4
258,Actual Address 258,Actual Long 258,Actual Lat 258,Matched Address 258,Matched Long 258,Matched Lat 258,21
259,Actual Address 259,Actual Long 259,Actual Lat 259,Matched Address 259,Matched Long 259,Matched Lat 259,14
260,Actual Address 260,Actual Long 260,Actual Lat 260,Matched Address 260,Matched Long 260,Matched Lat 260,11
261,Actual Address 261,Actual Long 261,Actual Lat 261,Matched Address 261,Matched Long 261,Matched Lat 261,198
262,Actual Address 262,Actual Long 262,Actual Lat 262,Matched Address 262,Matched Long 262,Matched Lat 262,70
263,Actual Address 263,Actual Long 263,Actual Lat 263,Matched Address 263,Matched Long 263,Matched Lat 263,11
264,Actual Address 264,Actual Long 264,Actual Lat 264,Matched Address 264,Matched Long 264,Matched Lat 264,14
265,Actual Address 265,Actual Long 265,Actual Lat 265,Matched Address 265,Matched Long 265,Matched Lat 265,27
266,Actual Address 266,Actual Long 266,Actual Lat 266,Matched Address 266,Matched Long 266,Matched Lat 266,7
267,Actual Address 267,Actual Long 267,Actual Lat 267,Matched Address 267,Matched Long 267,Matched Lat 267,16
268,Actual Address 268,Actual Long 268,Actual Lat 268,Matched Address 268,Matched Long 268,Matched Lat 268,35
269,Actual Address 269,Actual Long 269,Actual Lat 269,Matched Address 269,Matched Long 269,Matched Lat 269,1657
270,Actual Address 270,Actual Long 270,Actual Lat 270,Matched Address 270,Matched Long 270,Matched Lat 270,11
271,Actual Address 271,Actual Long 271,Actual Lat 271,Matched Address 271,Matched Long 271,Matched Lat 271,18
272,Actual Address 272,Actual Long 272,Actual Lat 272,Matched Address 272,Matched Long 272,Matched Lat 272,98
273,Actual Address 273,Actual Long 273,Actual Lat 273,Matched Address 273,Matched Long 273,Matched Lat 273,915
274,Actual Address 274,Actual Long 274,Actual Lat 274,Matched Address 274,Matched Long 274,Matched Lat 274,10
275,Actual Address 275,Actual Long 275,Actual Lat 275,Matched Address 275,Matched Long 275,Matched Lat 275,5
276,Actual Address 276,Actual Long 276,Actual Lat 276,Matched Address 276,Matched Long 276,Matched Lat 276,15
277,Actual Address 277,Actual Long 277,Actual Lat 277,Matched Address 277,Matched Long 277,Matched Lat 277,19
278,Actual Address 278,Actual Long 278,Actual Lat 278,Matched Address 278,Matched Long 278,Matched Lat 278,35
279,Actual Address 279,Actual Long 279,Actual Lat 279,Matched Address 279,Matched Long 279,Matched Lat 279,109
280,Actual Address 280,Actual Long 280,Actual Lat 280,Matched Address 280,Matched Long 280,Matched Lat 280,21
281,Actual Address 281,Actual Long 281,Actual Lat 281,Matched Address 281,Matched Long 281,Matched Lat 281,10
282,Actual Address 282,Actual Long 282,Actual Lat 282,Matched Address 282,Matched Long 282,Matched Lat 282,6
283,Actual Address 283,Actual Long 283,Actual Lat 283,Matched Address 283,Matched Long 283,Matched Lat 283,16
284,Actual Address 284,Actual Long 284,Actual Lat 284,Matched Address 284,Matched Long 284,Matched Lat 284,147
285,Actual Address 285,Actual Long 285,Actual Lat 285,Matched Address 285,Matched Long 285,Matched Lat 285,351
286,Actual Address 286,Actual Long 286,Actual Lat 286,Matched Address 286,Matched Long 286,Matched Lat 286,18
287,Actual Address 287,Actual Long 287,Actual Lat 287,Matched Address 287,Matched Long 287,Matched Lat 287,11
288,Actual Address 288,Actual Long 288,Actual Lat 288,Matched Address 288,Matched Long 288,Matched Lat 288,77
289,Actual Address 289,Actual Long 289,Actual Lat 289,Matched Address 289,Matched Long 289,Matched Lat 289,14
290,Actual Address 290,Actual Long 290,Actual Lat 290,Matched Address 290,Matched Long 290,Matched Lat 290,108
291,Actual Address 291,Actual Long 291,Actual Lat 291,Matched Address 291,Matched Long 291,Matched Lat 291,6
292,Actual Address 292,Actual Long 292,Actual Lat 292,Matched Address 292,Matched Long 292,Matched Lat 292,63
293,Actual Address 293,Actual Long 293,Actual Lat 293,Matched Address 293,Matched Long 293,Matched Lat 293,4
294,Actual Address 294,Actual Long 294,Actual Lat 294,Matched Address 294,Matched Long 294,Matched Lat 294,32
295,Actual Address 295,Actual Long 295,Actual Lat 295,Matched Address 295,Matched Long 295,Matched Lat 295,18
296,Actual Address 296,Actual Long 296,Actual Lat 296,Matched Address 296,Matched Long 296,Matched Lat 296,19
297,Actual Address 297,Actual Long 297,Actual Lat 297,Matched Address 297,Matched Long 297,Matched Lat 297,16
298,Actual Address 298,Actual Long 298,Actual Lat 298,Matched Address 298,Matched Long 298,Matched Lat 298,36
299,Actual Address 299,Actual Long 299,Actual Lat 299,Matched Address 299,Matched Long 299,Matched Lat 299,11
300,Actual Address 300,Actual Long 300,Actual Lat 300,Matched Address 300,Matched Long 300,Matched Lat 300,18
301,Actual Address 301,Actual Long 301,Actual Lat 301,Matched Address 301,Matched Long 301,Matched Lat 301,26
302,Actual Address 302,Actual Long 302,Actual Lat 302,Matched Address 302,Matched Long 302,Matched Lat 302,12
303,Actual Address 303,Actual Long 303,Actual Lat 303,Matched Address 303,Matched Long 303,Matched Lat 303,37
304,Actual Address 304,Actual Long 304,Actual Lat 304,Matched Address 304,Matched Long 304,Matched Lat 304,574
305,Actual Address 305,Actual Long 305,Actual Lat 305,Matched Address 305,Matched Long 305,Matched Lat 305,710
306,Actual Address 306,Actual Long 306,Actual Lat 306,Matched Address 306,Matched Long 306,Matched Lat 306,1262
307,Actual Address 307,Actual Long 307,Actual Lat 307,Matched Address 307,Matched Long 307,Matched Lat 307,18
308,Actual Address 308,Actual Long 308,Actual Lat 308,Matched Address 308,Matched Long 308,Matched Lat 308,539
309,Actual Address 309,Actual Long 309,Actual Lat 309,Matched Address 309,Matched Long 309,Matched Lat 309,15
310,Actual Address 310,Actual Long 310,Actual Lat 310,Matched Address 310,Matched Long 310,Matched Lat 310,2183
311,Actual Address 311,Actual Long 311,Actual Lat 311,Matched Address 311,Matched Long 311,Matched Lat 311,215
312,Actual Address 312,Actual Long 312,Actual Lat 312,Matched Address 312,Matched Long 312,Matched Lat 312,69
313,Actual Address 313,Actual Long 313,Actual Lat 313,Matched Address 313,Matched Long 313,Matched Lat 313,12
314,Actual Address 314,Actual Long 314,Actual Lat 314,Matched Address 314,Matched Long 314,Matched Lat 314,12
315,Actual Address 315,Actual Long 315,Actual Lat 315,Matched Address 315,Matched Long 315,Matched Lat 315,16
316,Actual Address 316,Actual Long 316,Actual Lat 316,Matched Address 316,Matched Long 316,Matched Lat 316,9
317,Actual Address 317,Actual Long 317,Actual Lat 317,Matched Address 317,Matched Long 317,Matched Lat 317,7
318,Actual Address 318,Actual Long 318,Actual Lat 318,Matched Address 318,Matched Long 318,Matched Lat 318,25
319,Actual Address 319,Actual Long 319,Actual Lat 319,Matched Address 319,Matched Long 319,Matched Lat 319,15
320,Actual Address 320,Actual Long 320,Actual Lat 320,Matched Address 320,Matched Long 320,Matched Lat 320,73
321,Actual Address 321,Actual Long 321,Actual Lat 321,Matched Address 321,Matched Long 321,Matched Lat 321,9
322,Actual Address 322,Actual Long 322,Actual Lat 322,Matched Address 322,Matched Long 322,Matched Lat 322,68
323,Actual Address 323,Actual Long 323,Actual Lat 323,Matched Address 323,Matched Long 323,Matched Lat 323,12
324,Actual Address 324,Actual Long 324,Actual Lat 324,Matched Address 324,Matched Long 324,Matched Lat 324,2
325,Actual Address 325,Actual Long 325,Actual Lat 325,Matched Address 325,Matched Long 325,Matched Lat 325,319
326,Actual Address 326,Actual Long 326,Actual Lat 326,Matched Address 326,Matched Long 326,Matched Lat 326,103
327,Actual Address 327,Actual Long 327,Actual Lat 327,Matched Address 327,Matched Long 327,Matched Lat 327,14
328,Actual Address 328,Actual Long 328,Actual Lat 328,Matched Address 328,Matched Long 328,Matched Lat 328,18
329,Actual Address 329,Actual Long 329,Actual Lat 329,Matched Address 329,Matched Long 329,Matched Lat 329,14
330,Actual Address 330,Actual Long 330,Actual Lat 330,Matched Address 330,Matched Long 330,Matched Lat 330,17
331,Actual Address 331,Actual Long 331,Actual Lat 331,Matched Address 331,Matched Long 331,Matched Lat 331,135
332,Actual Address 332,Actual Long 332,Actual Lat 332,Matched Address 332,Matched Long 332,Matched Lat 332,0
333,Actual Address 333,Actual Long 333,Actual Lat 333,Matched Address 333,Matched Long 333,Matched Lat 333,10
334,Actual Address 334,Actual Long 334,Actual Lat 334,Matched Address 334,Matched Long 334,Matched Lat 334,17
335,Actual Address 335,Actual Long 335,Actual Lat 335,Matched Address 335,Matched Long 335,Matched Lat 335,18
336,Actual Address 336,Actual Long 336,Actual Lat 336,Matched Address 336,Matched Long 336,Matched Lat 336,15
337,Actual Address 337,Actual Long 337,Actual Lat 337,Matched Address 337,Matched Long 337,Matched Lat 337,10
338,Actual Address 338,Actual Long 338,Actual Lat 338,Matched Address 338,Matched Long 338,Matched Lat 338,14
339,Actual Address 339,Actual Long 339,Actual Lat 339,Matched Address 339,Matched Long 339,Matched Lat 339,144
340,Actual Address 340,Actual Long 340,Actual Lat 340,Matched Address 340,Matched Long 340,Matched Lat 340,19
341,Actual Address 341,Actual Long 341,Actual Lat 341,Matched Address 341,Matched Long 341,Matched Lat 341,15
342,Actual Address 342,Actual Long 342,Actual Lat 342,Matched Address 342,Matched Long 342,Matched Lat 342,4
343,Actual Address 343,Actual Long 343,Actual Lat 343,Matched Address 343,Matched Long 343,Matched Lat 343,28
344,Actual Address 344,Actual Long 344,Actual Lat 344,Matched Address 344,Matched Long 344,Matched Lat 344,20
345,Actual Address 345,Actual Long 345,Actual Lat 345,Matched Address 345,Matched Long 345,Matched Lat 345,11
346,Actual Address 346,Actual Long 346,Actual Lat 346,Matched Address 346,Matched Long 346,Matched Lat 346,11
347,Actual Address 347,Actual Long 347,Actual Lat 347,Matched Address 347,Matched Long 347,Matched Lat 347,8
348,Actual Address 348,Actual Long 348,Actual Lat 348,Matched Address 348,Matched Long 348,Matched Lat 348,32
349,Actual Address 349,Actual Long 349,Actual Lat 349,Matched Address 349,Matched Long 349,Matched Lat 349,7
350,Actual Address 350,Actual Long 350,Actual Lat 350,Matched Address 350,Matched Long 350,Matched Lat 350,60
351,Actual Address 351,Actual Long 351,Actual Lat 351,Matched Address 351,Matched Long 351,Matched Lat 351,58
352,Actual Address 352,Actual Long 352,Actual Lat 352,Matched Address 352,Matched Long 352,Matched Lat 352,8
353,Actual Address 353,Actual Long 353,Actual Lat 353,Matched Address 353,Matched Long 353,Matched Lat 353,4
354,Actual Address 354,Actual Long 354,Actual Lat 354,Matched Address 354,Matched Long 354,Matched Lat 354,14
355,Actual Address 355,Actual Long 355,Actual Lat 355,Matched Address 355,Matched Long 355,Matched Lat 355,16
356,Actual Address 356,Actual Long 356,Actual Lat 356,Matched Address 356,Matched Long 356,Matched Lat 356,184
357,Actual Address 357,Actual Long 357,Actual Lat 357,Matched Address 357,Matched Long 357,Matched Lat 357,18
358,Actual Address 358,Actual Long 358,Actual Lat 358,Matched Address 358,Matched Long 358,Matched Lat 358,20
359,Actual Address 359,Actual Long 359,Actual Lat 359,Matched Address 359,Matched Long 359,Matched Lat 359,14
360,Actual Address 360,Actual Long 360,Actual Lat 360,Matched Address 360,Matched Long 360,Matched Lat 360,75
361,Actual Address 361,Actual Long 361,Actual Lat 361,Matched Address 361,Matched Long 361,Matched Lat 361,34
362,Actual Address 362,Actual Long 362,Actual Lat 362,Matched Address 362,Matched Long 362,Matched Lat 362,10
363,Actual Address 363,Actual Long 363,Actual Lat 363,Matched Address 363,Matched Long 363,Matched Lat 363,91
364,Actual Address 364,Actual Long 364,Actual Lat 364,Matched Address 364,Matched Long 364,Matched Lat 364,18
365,Actual Address 365,Actual Long 365,Actual Lat 365,Matched Address 365,Matched Long 365,Matched Lat 365,7
366,Actual Address 366,Actual Long 366,Actual Lat 366,Matched Address 366,Matched Long 366,Matched Lat 366,7
367,Actual Address 367,Actual Long 367,Actual Lat 367,Matched Address 367,Matched Long 367,Matched Lat 367,20
368,Actual Address 368,Actual Long 368,Actual Lat 368,Matched Address 368,Matched Long 368,Matched Lat 368,129
369,Actual Address 369,Actual Long 369,Actual Lat 369,Matched Address 369,Matched Long 369,Matched Lat 369,23
370,Actual Address 370,Actual Long 370,Actual Lat 370,Matched Address 370,Matched Long 370,Matched Lat 370,15
371,Actual Address 371,Actual Long 371,Actual Lat 371,Matched Address 371,Matched Long 371,Matched Lat 371,11
372,Actual Address 372,Actual Long 372,Actual Lat 372,Matched Address 372,Matched Long 372,Matched Lat 372,343
373,Actual Address 373,Actual Long 373,Actual Lat 373,Matched Address 373,Matched Long 373,Matched Lat 373,14
374,Actual Address 374,Actual Long 374,Actual Lat 374,Matched Address 374,Matched Long 374,Matched Lat 374,58
375,Actual Address 375,Actual Long 375,Actual Lat 375,Matched Address 375,Matched Long 375,Matched Lat 375,8
376,Actual Address 376,Actual Long 376,Actual Lat 376,Matched Address 376,Matched Long 376,Matched Lat 376,16
377,Actual Address 377,Actual Long 377,Actual Lat 377,Matched Address 377,Matched Long 377,Matched Lat 377,10
378,Actual Address 378,Actual Long 378,Actual Lat 378,Matched Address 378,Matched Long 378,Matched Lat 378,484
379,Actual Address 379,Actual Long 379,Actual Lat 379,Matched Address 379,Matched Long 379,Matched Lat 379,22
380,Actual Address 380,Actual Long 380,Actual Lat 380,Matched Address 380,Matched Long 380,Matched Lat 380,9
381,Actual Address 381,Actual Long 381,Actual Lat 381,Matched Address 381,Matched Long 381,Matched Lat 381,11
382,Actual Address 382,Actual Long 382,Actual Lat 382,Matched Address 382,Matched Long 382,Matched Lat 382,14
383,Actual Address 383,Actual Long 383,Actual Lat 383,Matched Address 383,Matched Long 383,Matched Lat 383,26
384,Actual Address 384,Actual Long 384,Actual Lat 384,Matched Address 384,Matched Long 384,Matched Lat 384,5
385,Actual Address 385,Actual Long 385,Actual Lat 385,Matched Address 385,Matched Long 385,Matched Lat 385,13
386,Actual Address 386,Actual Long 386,Actual Lat 386,Matched Address 386,Matched Long 386,Matched Lat 386,11
387,Actual Address 387,Actual Long 387,Actual Lat 387,Matched Address 387,Matched Long 387,Matched Lat 387,24
388,Actual Address 388,Actual Long 388,Actual Lat 388,Matched Address 388,Matched Long 388,Matched Lat 388,575
389,Actual Address 389,Actual Long 389,Actual Lat 389,Matched Address 389,Matched Long 389,Matched Lat 389,128
390,Actual Address 390,Actual Long 390,Actual Lat 390,Matched Address 390,Matched Long 390,Matched Lat 390,11
391,Actual Address 391,Actual Long 391,Actual Lat 391,Matched Address 391,Matched Long 391,Matched Lat 391,14
392,Actual Address 392,Actual Long 392,Actual Lat 392,Matched Address 392,Matched Long 392,Matched Lat 392,21
393,Actual Address 393,Actual Long 393,Actual Lat 393,Matched Address 393,Matched Long 393,Matched Lat 393,12
394,Actual Address 394,Actual Long 394,Actual Lat 394,Matched Address 394,Matched Long 394,Matched Lat 394,18
395,Actual Address 395,Actual Long 395,Actual Lat 395,Matched Address 395,Matched Long 395,Matched Lat 395,12
396,Actual Address 396,Actual Long 396,Actual Lat 396,Matched Address 396,Matched Long 396,Matched Lat 396,440
397,Actual Address 397,Actual Long 397,Actual Lat 397,Matched Address 397,Matched Long 397,Matched Lat 397,18
398,Actual Address 398,Actual Long 398,Actual Lat 398,Matched Address 398,Matched Long 398,Matched Lat 398,11
399,Actual Address 399,Actual Long 399,Actual Lat 399,Matched Address 399,Matched Long 399,Matched Lat 399,16
400,Actual Address 400,Actual Long 400,Actual Lat 400,Matched Address 400,Matched Long 400,Matched Lat 400,19
401,Actual Address 401,Actual Long 401,Actual Lat 401,Matched Address 401,Matched Long 401,Matched Lat 401,8
402,Actual Address 402,Actual Long 402,Actual Lat 402,Matched Address 402,Matched Long 402,Matched Lat 402,107
403,Actual Address 403,Actual Long 403,Actual Lat 403,Matched Address 403,Matched Long 403,Matched Lat 403,14
404,Actual Address 404,Actual Long 404,Actual Lat 404,Matched Address 404,Matched Long 404,Matched Lat 404,12
405,Actual Address 405,Actual Long 405,Actual Lat 405,Matched Address 405,Matched Long 405,Matched Lat 405,9
406,Actual Address 406,Actual Long 406,Actual Lat 406,Matched Address 406,Matched Long 406,Matched Lat 406,7
407,Actual Address 407,Actual Long 407,Actual Lat 407,Matched Address 407,Matched Long 407,Matched Lat 407,11
408,Actual Address 408,Actual Long 408,Actual Lat 408,Matched Address 408,Matched Long 408,Matched Lat 408,12
409,Actual Address 409,Actual Long 409,Actual Lat 409,Matched Address 409,Matched Long 409,Matched Lat 409,13
410,Actual Address 410,Actual Long 410,Actual Lat 410,Matched Address 410,Matched Long 410,Matched Lat 410,18
